,D0_n,D0_l,D0_p,iPSCs_n,iPSCs_l,iPSCs_p
585,Il6st,,0.0,Il6st,,0.0
586,Eef1b2,,0.0,Eef1b2,,0.0
587,Npr1,,7.043845471928e-311,Npr1,,7.043845471928e-311
588,Nefl,,1.083098923809214e-309,Nefl,,1.083098923809214e-309
589,Pdlim5,,0.0,Pdlim5,,0.0
590,Txnl4a,,0.0,Txnl4a,,0.0
591,Rpl18a,,0.0,Rpl18a,,0.0
592,Chmp4b,,0.0,Chmp4b,,0.0
593,Fermt2,,0.0,Fermt2,,0.0
594,Dpysl3,,0.0,Dpysl3,,0.0
595,Nsg1,,0.0,Nsg1,,0.0
596,Hmgn1,,0.0,Hmgn1,,0.0
597,Clic4,,0.0,Clic4,,0.0
598,Mrpl49,,0.0,Mrpl49,,0.0
599,Cndp2,,0.0,Cndp2,,0.0
600,Dnase2a,,5.639117e-318,Dnase2a,,5.639117e-318
601,Trip6,,0.0,Trip6,,0.0
602,Col6a1,,0.0,Col6a1,,0.0
603,Ucp2,,0.0,Ucp2,,0.0
604,Ndufb10,,0.0,Ndufb10,,0.0
605,P4hb,,0.0,P4hb,,0.0
606,Stra13,,0.0,Stra13,,0.0
607,Obox6,,5.045642651724834e-304,Obox6,,5.045642651724834e-304
608,Ifngr2,,0.0,Ifngr2,,0.0
609,P4ha3,,0.0,P4ha3,,0.0
610,Adam9,,0.0,Adam9,,0.0
611,Mdk,,0.0,Mdk,,0.0
612,Bag2,,0.0,Bag2,,0.0
613,Jarid2,,2.6856580093637e-310,Jarid2,,2.6856580093637e-310
614,Igf1r,,0.0,Igf1r,,0.0
615,App,,0.0,App,,0.0
616,Bin1,,0.0,Bin1,,0.0
617,Cd248,,0.0,Cd248,,0.0
618,S100a10,,0.0,S100a10,,0.0
619,Arhgdia,,0.0,Arhgdia,,0.0
620,Atp5b,,0.0,Atp5b,,0.0
621,Adat2,,0.0,Adat2,,0.0
622,Mrps5,,0.0,Mrps5,,0.0
623,9530068E07Rik,,0.0,9530068E07Rik,,0.0
624,Rhoj,,0.0,Rhoj,,0.0
625,Nfix,,0.0,Nfix,,0.0
626,Ostf1,,0.0,Ostf1,,0.0
627,Tuba3a,,1.4468537386805474e-295,Tuba3a,,1.4468537386805474e-295
628,Slc25a4,,0.0,Slc25a4,,0.0
629,Hadh,,0.0,Hadh,,0.0
630,Timm10,,0.0,Timm10,,0.0
631,Pam16,,0.0,Pam16,,0.0
632,Tbx3,,0.0,Tbx3,,0.0
633,Sh3kbp1,,0.0,Sh3kbp1,,0.0
634,S100a4,,0.0,S100a4,,0.0
635,Cox6c,,0.0,Cox6c,,0.0
636,Rgs19,,0.0,Rgs19,,0.0
637,Mrpl33,,0.0,Mrpl33,,0.0
638,Hsp90b1,,0.0,Hsp90b1,,0.0
639,Maged1,,0.0,Maged1,,0.0
640,Mycn,,4.3141897877083435e-294,Mycn,,4.3141897877083435e-294
641,Eif4g2,,0.0,Eif4g2,,0.0
642,Saa3,,8.91279767835241e-292,Saa3,,8.91279767835241e-292
643,Icam1,,3.4204494986118365e-293,Icam1,,3.4204494986118365e-293
644,Bdnf,,0.0,Bdnf,,0.0
645,Dazl,,1.0334140808326113e-290,Dazl,,1.0334140808326113e-290
646,Syce2,,0.0,Syce2,,0.0
647,Cd81,,0.0,Cd81,,0.0
648,Dcaf4,,1.5284391915273616e-303,Dcaf4,,1.5284391915273616e-303
649,Tomm7,,0.0,Tomm7,,0.0
650,Cox7a1,,2.1895189279194457e-291,Cox7a1,,2.1895189279194457e-291
651,Eno1,,0.0,Eno1,,0.0
652,Cttn,,0.0,Cttn,,0.0
653,Gm9,,1.6212246147470958e-287,Gm9,,1.6212246147470958e-287
654,Lncenc1,,1.0302275332216804e-287,Lncenc1,,1.0302275332216804e-287
655,Arl6ip1,,0.0,Arl6ip1,,0.0
656,Calr,,0.0,Calr,,0.0
657,Reep5,,0.0,Reep5,,0.0
658,Commd4,,0.0,Commd4,,0.0
659,Itgav,,0.0,Itgav,,0.0
660,Chd3,,0.0,Chd3,,0.0
661,Pls3,,0.0,Pls3,,0.0
662,Spint1,,3.577940938854599e-285,Spint1,,3.577940938854599e-285
663,Mcfd2,,0.0,Mcfd2,,0.0
664,Cd47,,0.0,Cd47,,0.0
665,Ghr,,0.0,Ghr,,0.0
666,Wdr89,,0.0,Wdr89,,0.0
667,Coa7,,0.0,Coa7,,0.0
668,2700094K13Rik,,0.0,2700094K13Rik,,0.0
669,Timm17b,,0.0,Timm17b,,0.0
670,Rbm38,,4.903526989090488e-291,Rbm38,,4.903526989090488e-291
671,Fam132a,,0.0,Fam132a,,0.0
672,Rpl24,,0.0,Rpl24,,0.0
673,Serinc1,,0.0,Serinc1,,0.0
674,Plekhf2,,4.3288048767478165e-301,Plekhf2,,4.3288048767478165e-301
675,Capzb,,0.0,Capzb,,0.0
676,Plekha4,,1.1780044193387973e-284,Plekha4,,1.1780044193387973e-284
677,Apobec3,,1.6385418002736293e-301,Apobec3,,1.6385418002736293e-301
678,Hesx1,,3.914662663883674e-281,Hesx1,,3.914662663883674e-281
679,Id1,,1.2354844598131587e-304,Id1,,1.2354844598131587e-304
680,Mettl5,,7.634667286521198e-303,Mettl5,,7.634667286521198e-303
681,Acp6,,9.630506559897289e-294,Acp6,,9.630506559897289e-294
682,Igfbp6,,2.8969436137719118e-297,Igfbp6,,2.8969436137719118e-297
683,Lzts2,,2.523961434346391e-306,Lzts2,,2.523961434346391e-306
684,Kdm5b,,2.600506202749685e-299,Kdm5b,,2.600506202749685e-299
685,Mprip,,0.0,Mprip,,0.0
686,Sec63,,1.7800974943263574e-306,Sec63,,1.7800974943263574e-306
687,Ddah1,,0.0,Ddah1,,0.0
688,Uap1l1,,5.433741174814368e-291,Uap1l1,,5.433741174814368e-291
689,Eva1b,,0.0,Eva1b,,0.0
690,Plod3,,1.7334172014941053e-301,Plod3,,1.7334172014941053e-301
691,Pitpna,,0.0,Pitpna,,0.0
692,Wdr45,,2.2289523033754658e-290,Wdr45,,2.2289523033754658e-290
693,Lsm4,,5.112813871381902e-308,Lsm4,,5.112813871381902e-308
694,2200002D01Rik,,4.675201984462908e-307,2200002D01Rik,,4.675201984462908e-307
695,Gm9732,,1.3802935527824328e-272,Gm9732,,1.3802935527824328e-272
696,Rbpms,,1.8613397879680957e-294,Rbpms,,1.8613397879680957e-294
697,Asna1,,1.475330581265048e-302,Asna1,,1.475330581265048e-302
698,Glipr1,,8.251944791321623e-295,Glipr1,,8.251944791321623e-295
699,Rragd,,5.345446270124071e-272,Rragd,,5.345446270124071e-272
700,Cox17,,3.0828363554078446e-304,Cox17,,3.0828363554078446e-304
701,Emilin1,,1.1542849828955428e-297,Emilin1,,1.1542849828955428e-297
702,Angptl2,,2.2719494232859727e-291,Angptl2,,2.2719494232859727e-291
703,Mapt,,9.337507833850543e-270,Mapt,,9.337507833850543e-270
704,Dnajc3,,1.2190364382197488e-301,Dnajc3,,1.2190364382197488e-301
705,Prnp,,2.5006346825079364e-300,Prnp,,2.5006346825079364e-300
706,Mageb16,,1.3361424656267684e-268,Mageb16,,1.3361424656267684e-268
707,Jun,,3.267255295800461e-299,Jun,,3.267255295800461e-299
708,Ezh2,,9.683167274368735e-294,Ezh2,,9.683167274368735e-294
709,Hspa5,,1.2490285230613217e-299,Hspa5,,1.2490285230613217e-299
710,Ube2j1,,6.956331165965156e-296,Ube2j1,,6.956331165965156e-296
711,Pla2g4a,,5.659067413510869e-285,Pla2g4a,,5.659067413510869e-285
712,Rock2,,2.1446977105916193e-292,Rock2,,2.1446977105916193e-292
713,Tmem123,,1.1631249900301961e-293,Tmem123,,1.1631249900301961e-293
714,Rpl35a,,1.1244868881999708e-297,Rpl35a,,1.1244868881999708e-297
715,Hacd2,,1.1912985708680541e-290,Hacd2,,1.1912985708680541e-290
716,Trim6,,2.2841666172542484e-266,Trim6,,2.2841666172542484e-266
717,Cyp1b1,,2.2045887504667523e-295,Cyp1b1,,2.2045887504667523e-295
718,Pfdn1,,1.1249417653347309e-296,Pfdn1,,1.1249417653347309e-296
719,Mtpn,,5.513413525482589e-296,Mtpn,,5.513413525482589e-296
720,Ube2d3,,9.265399029513079e-296,Ube2d3,,9.265399029513079e-296
721,Ulk1,,3.157545467372066e-274,Ulk1,,3.157545467372066e-274
722,Mmp23,,6.0794329140292725e-288,Mmp23,,6.0794329140292725e-288
723,Ptms,,8.900197386775971e-295,Ptms,,8.900197386775971e-295
724,Nedd4,,1.5702332058158972e-294,Nedd4,,1.5702332058158972e-294
725,Wls,,1.0353052844128357e-293,Wls,,1.0353052844128357e-293
726,Acat1,,1.293520055025907e-290,Acat1,,1.293520055025907e-290
727,Cisd2,,2.4344528514149073e-293,Cisd2,,2.4344528514149073e-293
728,Pxdn,,2.5014743585533896e-279,Pxdn,,2.5014743585533896e-279
729,Comt,,1.0387823956626526e-293,Comt,,1.0387823956626526e-293
730,Cldnd1,,2.4837822863599535e-292,Cldnd1,,2.4837822863599535e-292
731,Ndufb11,,1.5255473929834146e-292,Ndufb11,,1.5255473929834146e-292
732,Emc8,,2.5130679592136804e-290,Emc8,,2.5130679592136804e-290
733,Lrrc32,,3.2179890948004756e-277,Lrrc32,,3.2179890948004756e-277
734,Bok,,6.689386717367816e-290,Bok,,6.689386717367816e-290
735,Uqcrh,,4.5042553731515015e-290,Uqcrh,,4.5042553731515015e-290
736,Echs1,,1.6047950714895397e-285,Echs1,,1.6047950714895397e-285
737,Pex2,,7.315113708136906e-285,Pex2,,7.315113708136906e-285
738,Arf5,,2.4861236258743505e-288,Arf5,,2.4861236258743505e-288
739,Dusp5,,5.580697440991586e-276,Dusp5,,5.580697440991586e-276
740,Exosc5,,1.6289724615902533e-283,Exosc5,,1.6289724615902533e-283
741,Yipf5,,6.087584781946732e-286,Yipf5,,6.087584781946732e-286
742,Hspb6,,1.896094508310424e-273,Hspb6,,1.896094508310424e-273
743,Lurap1l,,1.4703631751983573e-279,Lurap1l,,1.4703631751983573e-279
744,Cmtm7,,3.7624259391447924e-284,Cmtm7,,3.7624259391447924e-284
745,Tigd2,,2.8436493561357508e-269,Tigd2,,2.8436493561357508e-269
746,Dnajc2,,2.2980619613197776e-281,Dnajc2,,2.2980619613197776e-281
747,Sec24d,,6.565754901518544e-275,Sec24d,,6.565754901518544e-275
748,Mcm7,,2.006048094131382e-279,Mcm7,,2.006048094131382e-279
749,Col6a2,,2.2740716335892106e-275,Col6a2,,2.2740716335892106e-275
750,Glrx5,,1.2543203167804319e-282,Glrx5,,1.2543203167804319e-282
751,Mmd,,6.078682902806739e-277,Mmd,,6.078682902806739e-277
752,Ap2m1,,2.606209832271286e-280,Ap2m1,,2.606209832271286e-280
753,Fzd2,,2.205693059168975e-269,Fzd2,,2.205693059168975e-269
754,Mpdu1,,1.4461919817641245e-270,Mpdu1,,1.4461919817641245e-270
755,Gltscr2,,4.9324029261069595e-279,Gltscr2,,4.9324029261069595e-279
756,Pla1a,,1.2735598184010946e-251,Pla1a,,1.2735598184010946e-251
757,Sepw1,,3.1835294755368783e-278,Sepw1,,3.1835294755368783e-278
758,Creb3,,1.94707446598339e-276,Creb3,,1.94707446598339e-276
759,Prkar1a,,1.1563021125639298e-277,Prkar1a,,1.1563021125639298e-277
760,Sox4,,5.644717307069423e-274,Sox4,,5.644717307069423e-274
761,Xbp1,,1.8298899176113752e-277,Xbp1,,1.8298899176113752e-277
762,Plscr3,,1.169637057023635e-271,Plscr3,,1.169637057023635e-271
763,Adprh,,7.15474258103533e-274,Adprh,,7.15474258103533e-274
764,Gm1673,,2.1139830232263497e-272,Gm1673,,2.1139830232263497e-272
765,Ube2e1,,2.750623247512847e-275,Ube2e1,,2.750623247512847e-275
766,Lrrc34,,6.769248053242728e-247,Lrrc34,,6.769248053242728e-247
767,Usp48,,6.429601050988902e-266,Usp48,,6.429601050988902e-266
768,Dkk3,,3.8474825261680852e-264,Dkk3,,3.8474825261680852e-264
769,Mrpl40,,1.3843828575232358e-272,Mrpl40,,1.3843828575232358e-272
770,Spns1,,1.1228226127757864e-264,Spns1,,1.1228226127757864e-264
771,Glrx3,,1.5893732682404902e-273,Glrx3,,1.5893732682404902e-273
772,Amfr,,2.6711531721643615e-267,Amfr,,2.6711531721643615e-267
773,Ube2e3,,1.745952834600377e-272,Ube2e3,,1.745952834600377e-272
774,Ctbp1,,1.165837351406673e-271,Ctbp1,,1.165837351406673e-271
775,Myof,,1.572375598731613e-262,Myof,,1.572375598731613e-262
776,Lig1,,7.557203618459839e-265,Lig1,,7.557203618459839e-265
777,Atp5c1,,4.130808836245617e-271,Atp5c1,,4.130808836245617e-271
778,Gsta3,,1.9298322615640677e-243,Gsta3,,1.9298322615640677e-243
779,Uxt,,6.483910691283326e-263,Uxt,,6.483910691283326e-263
780,Ppbp,,1.031342810002836e-256,Ppbp,,1.031342810002836e-256
781,Car2,,9.779291520544583e-245,Car2,,9.779291520544583e-245
782,Got1,,3.7190559927359468e-264,Got1,,3.7190559927359468e-264
783,Mgat1,,1.4556152060337724e-265,Mgat1,,1.4556152060337724e-265
784,Serf1,,2.898944797853732e-268,Serf1,,2.898944797853732e-268
785,Dnajc25,,1.404058484923217e-268,Dnajc25,,1.404058484923217e-268
786,Rras,,7.863549597628162e-265,Rras,,7.863549597628162e-265
787,Xlr4b,,2.0303425974438398e-244,Xlr4b,,2.0303425974438398e-244
788,8030474K03Rik,,1.25296500663433e-241,8030474K03Rik,,1.25296500663433e-241
789,Smtnl2,,1.6045605269800655e-240,Smtnl2,,1.6045605269800655e-240
790,Isg15,,2.5933746714732563e-257,Isg15,,2.5933746714732563e-257
791,Ctsz,,6.696386924258456e-267,Ctsz,,6.696386924258456e-267
792,Rab9,,2.5210109435171007e-260,Rab9,,2.5210109435171007e-260
793,Tmed3,,9.41598393059387e-267,Tmed3,,9.41598393059387e-267
794,Myc,,1.7103921026267274e-254,Myc,,1.7103921026267274e-254
795,Spint2,,2.5767066635426474e-245,Spint2,,2.5767066635426474e-245
796,St13,,1.2274392526811363e-264,St13,,1.2274392526811363e-264
797,S1pr3,,3.196921544354377e-254,S1pr3,,3.196921544354377e-254
798,Mical2,,5.376341273182887e-253,Mical2,,5.376341273182887e-253
799,Adamts5,,1.968951813013056e-256,Adamts5,,1.968951813013056e-256
800,Slc6a8,,6.353849559596271e-254,Slc6a8,,6.353849559596271e-254
801,Gstm1,,1.846902562286983e-250,Gstm1,,1.846902562286983e-250
802,Plpp5,,1.9494392138425052e-258,Plpp5,,1.9494392138425052e-258
803,Arrdc4,,7.943092483216168e-256,Arrdc4,,7.943092483216168e-256
804,Acadm,,3.027758572334877e-255,Acadm,,3.027758572334877e-255
805,Sfrp1,,1.67513584805129e-251,Sfrp1,,1.67513584805129e-251
806,Rps6ka4,,5.103126211633581e-255,Rps6ka4,,5.103126211633581e-255
807,Mettl9,,3.2555087415976562e-261,Mettl9,,3.2555087415976562e-261
808,Ccdc102a,,1.5900619781817896e-251,Ccdc102a,,1.5900619781817896e-251
809,Atrx,,4.800592807345593e-253,Atrx,,4.800592807345593e-253
810,Nab2,,1.797586686842615e-254,Nab2,,1.797586686842615e-254
811,Pigl,,6.311057994080073e-240,Pigl,,6.311057994080073e-240
812,Lrrc17,,8.585364174094637e-247,Lrrc17,,8.585364174094637e-247
813,Gpx1,,4.349065764535701e-259,Gpx1,,4.349065764535701e-259
814,Atp5f1,,3.386988791839419e-259,Atp5f1,,3.386988791839419e-259
815,Vasp,,1.5725069255608145e-258,Vasp,,1.5725069255608145e-258
816,Arhgef25,,3.542134310957267e-250,Arhgef25,,3.542134310957267e-250
817,Rer1,,2.475342793708339e-258,Rer1,,2.475342793708339e-258
818,Map4k1,,1.3656157185304687e-235,Map4k1,,1.3656157185304687e-235
819,Dkc1,,1.404488018712171e-253,Dkc1,,1.404488018712171e-253
820,Phb2,,1.863563459628968e-256,Phb2,,1.863563459628968e-256
821,Jund,,8.975725492565993e-257,Jund,,8.975725492565993e-257
822,Farp1,,2.210801578740425e-249,Farp1,,2.210801578740425e-249
823,Ndufa7,,1.1157933289042183e-255,Ndufa7,,1.1157933289042183e-255
824,Cmtm3,,1.6703304512337854e-253,Cmtm3,,1.6703304512337854e-253
825,Slc1a6,,3.2599853933953433e-243,Slc1a6,,3.2599853933953433e-243
826,Ecm1,,7.49102846793167e-251,Ecm1,,7.49102846793167e-251
827,Platr10,,4.585833652093102e-230,Platr10,,4.585833652093102e-230
828,Spcs3,,6.394171439065723e-252,Spcs3,,6.394171439065723e-252
829,Clta,,1.5412420749143733e-252,Clta,,1.5412420749143733e-252
830,Urah,,1.8934426579375357e-230,Urah,,1.8934426579375357e-230
831,Acer2,,6.193414467338088e-231,Acer2,,6.193414467338088e-231
832,Fgd1,,2.8427829002889552e-238,Fgd1,,2.8427829002889552e-238
833,Rps21,,6.583144890095672e-252,Rps21,,6.583144890095672e-252
834,Rif1,,1.128483688518632e-239,Rif1,,1.128483688518632e-239
835,Tpd52l1,,8.597145914888112e-241,Tpd52l1,,8.597145914888112e-241
836,Ube2m,,2.8535731991678625e-251,Ube2m,,2.8535731991678625e-251
837,Tmbim6,,9.663013191450712e-251,Tmbim6,,9.663013191450712e-251
838,Ak4,,2.4901552926626767e-231,Ak4,,2.4901552926626767e-231
839,Ptges,,1.2541549822761956e-237,Ptges,,1.2541549822761956e-237
840,Sept1,,5.845138782531904e-234,Sept1,,5.845138782531904e-234
841,Casp8,,8.995992938316231e-242,Casp8,,8.995992938316231e-242
842,Lsp1,,3.6968481610242456e-240,Lsp1,,3.6968481610242456e-240
843,Maged2,,3.0796018292063073e-249,Maged2,,3.0796018292063073e-249
844,Epb41l3,,5.17218427083266e-242,Epb41l3,,5.17218427083266e-242
845,Sdc1,,4.392002313308593e-249,Sdc1,,4.392002313308593e-249
846,Col6a3,,9.967555102458917e-242,Col6a3,,9.967555102458917e-242
847,Fxyd5,,4.4260283082784264e-245,Fxyd5,,4.4260283082784264e-245
848,Naca,,3.143486159147028e-249,Naca,,3.143486159147028e-249
849,Plekho1,,1.8237036914801376e-238,Plekho1,,1.8237036914801376e-238
850,Rhob,,1.8798594016130396e-244,Rhob,,1.8798594016130396e-244
851,Dctn6,,2.269530113935983e-248,Dctn6,,2.269530113935983e-248
852,Rps27l,,1.1202264456393023e-248,Rps27l,,1.1202264456393023e-248
853,Dnajc15,,2.1209561745354602e-246,Dnajc15,,2.1209561745354602e-246
854,Tmem109,,2.8294990221291117e-246,Tmem109,,2.8294990221291117e-246
855,Sh3bp1,,2.582821583730301e-240,Sh3bp1,,2.582821583730301e-240
856,Snai1,,6.165826148272498e-240,Snai1,,6.165826148272498e-240
857,Smco4,,2.4282942509128626e-243,Smco4,,2.4282942509128626e-243
858,Laptm4a,,6.047017922743428e-246,Laptm4a,,6.047017922743428e-246
859,Ltbp2,,2.4179169548251885e-239,Ltbp2,,2.4179169548251885e-239
860,Mien1,,1.1782941450771943e-244,Mien1,,1.1782941450771943e-244
861,Sap30,,1.936541377070836e-240,Sap30,,1.936541377070836e-240
862,Acot7,,2.5209396307269966e-245,Acot7,,2.5209396307269966e-245
863,Fbxo4,,4.159696230701488e-239,Fbxo4,,4.159696230701488e-239
864,Klhdc8a,,3.4878379684913876e-236,Klhdc8a,,3.4878379684913876e-236
865,Hscb,,2.8592805551377884e-235,Hscb,,2.8592805551377884e-235
866,Rbfox2,,1.3426854782124616e-243,Rbfox2,,1.3426854782124616e-243
867,Thbd,,3.6538450362260593e-236,Thbd,,3.6538450362260593e-236
868,Tnni1,,1.0227749844968876e-222,Tnni1,,1.0227749844968876e-222
869,Mok,,1.561975045208152e-224,Mok,,1.561975045208152e-224
870,Degs1,,4.632758293600925e-244,Degs1,,4.632758293600925e-244
871,Myh10,,3.387242984644938e-237,Myh10,,3.387242984644938e-237
872,Ptn,,8.823374795211987e-233,Ptn,,8.823374795211987e-233
873,AI662270,,1.9061247165879677e-221,AI662270,,1.9061247165879677e-221
874,Ndufb4,,3.2936064291088245e-241,Ndufb4,,3.2936064291088245e-241
875,Nes,,7.734082923999634e-235,Nes,,7.734082923999634e-235
876,Camk1,,5.255927339022787e-241,Camk1,,5.255927339022787e-241
877,Ikbip,,4.546723300761499e-239,Ikbip,,4.546723300761499e-239
878,Cited2,,3.889142534132301e-239,Cited2,,3.889142534132301e-239
879,Derl2,,1.878333710849664e-241,Derl2,,1.878333710849664e-241
880,Lmod1,,5.05164842565362e-234,Lmod1,,5.05164842565362e-234
881,Snhg20,,4.299196954988851e-234,Snhg20,,4.299196954988851e-234
882,Tmsb10,,2.870821733845807e-239,Tmsb10,,2.870821733845807e-239
883,Ngf,,3.274790067959644e-230,Ngf,,3.274790067959644e-230
884,H2afj,,1.8609061367513376e-239,H2afj,,1.8609061367513376e-239
885,Ltbr,,5.589657470649795e-235,Ltbr,,5.589657470649795e-235
886,Erdr1,,4.915722939534727e-232,Erdr1,,4.915722939534727e-232
887,Rpl13,,1.47905274302969e-239,Rpl13,,1.47905274302969e-239
888,Tomm20,,9.781557736616327e-238,Tomm20,,9.781557736616327e-238
889,Camk2g,,4.7001805198571544e-235,Camk2g,,4.7001805198571544e-235
890,Gm6792,,3.1050951201683445e-217,Gm6792,,3.1050951201683445e-217
891,Ap3s1,,2.813057437451734e-238,Ap3s1,,2.813057437451734e-238
892,Armcx2,,2.0598439931749164e-231,Armcx2,,2.0598439931749164e-231
893,2610001J05Rik,,6.380610774621799e-239,2610001J05Rik,,6.380610774621799e-239
894,Rpl41,,6.197254247310019e-239,Rpl41,,6.197254247310019e-239
895,Swt1,,3.304884033693775e-230,Swt1,,3.304884033693775e-230
896,Malat1,,2.70472435391921e-238,Malat1,,2.70472435391921e-238
897,Tspan31,,2.8240957018669747e-238,Tspan31,,2.8240957018669747e-238
898,Dnpep,,5.59801601554625e-236,Dnpep,,5.59801601554625e-236
899,Dkkl1,,3.602477612533522e-216,Dkkl1,,3.602477612533522e-216
900,Fam178b,,5.55785430595126e-216,Fam178b,,5.55785430595126e-216
901,Smagp,,3.7618438768620043e-216,Smagp,,3.7618438768620043e-216
902,Vbp1,,2.199886745171326e-234,Vbp1,,2.199886745171326e-234
903,Mmp2,,2.1725467478569257e-237,Mmp2,,2.1725467478569257e-237
904,Trp53,,2.8499319909978488e-235,Trp53,,2.8499319909978488e-235
905,U2af1,,2.114634176974425e-236,U2af1,,2.114634176974425e-236
906,Pdlim4,,1.3422673073770424e-234,Pdlim4,,1.3422673073770424e-234
907,Samhd1,,1.0750631885469639e-232,Samhd1,,1.0750631885469639e-232
908,Ndufa3,,3.9220785613082717e-236,Ndufa3,,3.9220785613082717e-236
909,Gm5617,,1.1641162903985306e-226,Gm5617,,1.1641162903985306e-226
910,Qdpr,,3.730931705183781e-232,Qdpr,,3.730931705183781e-232
911,Adk,,6.913672260581025e-235,Adk,,6.913672260581025e-235
912,Ddc,,3.821120172377324e-216,Ddc,,3.821120172377324e-216
913,Vasn,,1.3231588178044008e-226,Vasn,,1.3231588178044008e-226
914,Slc24a5,,2.6496974998873164e-217,Slc24a5,,2.6496974998873164e-217
915,Pon2,,2.1762282553603875e-231,Pon2,,2.1762282553603875e-231
916,Cct3,,6.148536807237353e-234,Cct3,,6.148536807237353e-234
917,Nme4,,4.768666310707155e-230,Nme4,,4.768666310707155e-230
918,Pdia6,,4.7074509881749577e-234,Pdia6,,4.7074509881749577e-234
919,Speg,,1.4476669469645522e-224,Speg,,1.4476669469645522e-224
920,Hoxb2,,6.083015178666357e-225,Hoxb2,,6.083015178666357e-225
921,Gm26917,,3.268197701380037e-227,Gm26917,,3.268197701380037e-227
922,Trim35,,5.490983449684825e-230,Trim35,,5.490983449684825e-230
923,Phf11d,,6.406297137197827e-221,Phf11d,,6.406297137197827e-221
924,Apom,,5.914687596875734e-212,Apom,,5.914687596875734e-212
925,Nr2f6,,9.07824122612693e-229,Nr2f6,,9.07824122612693e-229
926,S100a1,,8.95125294603944e-227,S100a1,,8.95125294603944e-227
927,Col11a1,,3.688903835753056e-223,Col11a1,,3.688903835753056e-223
928,Zfhx2,,1.947791213908279e-212,Zfhx2,,1.947791213908279e-212
929,Itpripl2,,6.341000634542874e-224,Itpripl2,,6.341000634542874e-224
930,Tram1,,2.0615629001674214e-231,Tram1,,2.0615629001674214e-231
931,P4ha2,,1.3035087406868636e-226,P4ha2,,1.3035087406868636e-226
932,Serpinb1a,,1.7659604229862554e-219,Serpinb1a,,1.7659604229862554e-219
933,Chpf,,4.657725962603931e-228,Chpf,,4.657725962603931e-228
934,Pxdc1,,2.1753588210545433e-221,Pxdc1,,2.1753588210545433e-221
935,Specc1,,5.392838689563009e-224,Specc1,,5.392838689563009e-224
936,Rac1,,1.7401480921759127e-229,Rac1,,1.7401480921759127e-229
937,B3galnt1,,3.004388274347756e-224,B3galnt1,,3.004388274347756e-224
938,Cul4b,,9.059009021578108e-220,Cul4b,,9.059009021578108e-220
939,Fosl2,,1.35918957131384e-223,Fosl2,,1.35918957131384e-223
940,Vamp8,,2.566507190366461e-228,Vamp8,,2.566507190366461e-228
941,Klf7,,6.764731254803242e-224,Klf7,,6.764731254803242e-224
942,Adgra2,,6.068667988904259e-219,Adgra2,,6.068667988904259e-219
943,Tinagl1,,1.6593567065780543e-226,Tinagl1,,1.6593567065780543e-226
944,Igf2bp1,,5.74984360437527e-223,Igf2bp1,,5.74984360437527e-223
945,Kat6b,,7.191032765201341e-214,Kat6b,,7.191032765201341e-214
946,Timm8b,,1.4527631314222046e-226,Timm8b,,1.4527631314222046e-226
947,Gart,,1.2692680191835822e-222,Gart,,1.2692680191835822e-222
948,Rpa2,,5.080485681064859e-222,Rpa2,,5.080485681064859e-222
949,Egr1,,2.6459076793448992e-219,Egr1,,2.6459076793448992e-219
950,Smtn,,3.8177836505940006e-219,Smtn,,3.8177836505940006e-219
951,Fam213a,,2.3725231555130428e-210,Fam213a,,2.3725231555130428e-210
952,Slc25a33,,1.0909000050633732e-217,Slc25a33,,1.0909000050633732e-217
953,Pcdh19,,1.6276134062194456e-219,Pcdh19,,1.6276134062194456e-219
954,Oard1,,1.63757194499085e-220,Oard1,,1.63757194499085e-220
955,Fxyd4,,4.384005237445709e-205,Fxyd4,,4.384005237445709e-205
956,Rrbp1,,7.562943735158813e-224,Rrbp1,,7.562943735158813e-224
957,Gm4779,,3.2455401996307674e-204,Gm4779,,3.2455401996307674e-204
958,Dyrk3,,8.111180867679838e-208,Dyrk3,,8.111180867679838e-208
959,Dnajc10,,4.428831230765473e-221,Dnajc10,,4.428831230765473e-221
960,Smc1b,,1.7577725816452162e-203,Smc1b,,1.7577725816452162e-203
961,Emp2,,1.605556873552539e-220,Emp2,,1.605556873552539e-220
962,Aspa,,3.3753454580813835e-203,Aspa,,3.3753454580813835e-203
963,AU018091,,6.901930018821382e-203,AU018091,,6.901930018821382e-203
964,Sept11,,1.5513555496629601e-221,Sept11,,1.5513555496629601e-221
965,Tm2d2,,6.355194651846327e-222,Tm2d2,,6.355194651846327e-222
966,Polr1c,,1.089648518067141e-219,Polr1c,,1.089648518067141e-219
967,H3f3b,,3.1960941829514867e-221,H3f3b,,3.1960941829514867e-221
968,Zfhx3,,1.7597147956768376e-219,Zfhx3,,1.7597147956768376e-219
969,Sema3a,,6.716081096124532e-212,Sema3a,,6.716081096124532e-212
970,Synpo,,7.425275702141987e-213,Synpo,,7.425275702141987e-213
971,Eif3d,,5.473097112475793e-220,Eif3d,,5.473097112475793e-220
972,Map6,,5.545724661372549e-217,Map6,,5.545724661372549e-217
973,Gnai2,,1.765224627244223e-220,Gnai2,,1.765224627244223e-220
974,Sulf1,,2.7010219390945758e-213,Sulf1,,2.7010219390945758e-213
975,Zmat5,,3.747409420045132e-217,Zmat5,,3.747409420045132e-217
